name,algorithm,k,silhouette_score,chi
kotek-19.png,kmedoids,16,0.28630156540029017,18882.796731769107
kotek-19.png,kmedoids,17,0.28461058772961295,18545.02358063602
kotek-19.png,kmedoids,18,0.2815570868567846,18310.5353488146
kotek-19.png,kmedoids,19,0.2764874259356357,17992.302984257094
kotek-19.png,kmedoids,20,0.279054647003573,17658.541938442755
kotek-2.png,kmeans,5,0.5293234176203466,22328.66178814114
kotek-2.png,kmeans,6,0.5036996830258513,22483.496238206
kotek-2.png,kmeans,7,0.5082833012620858,22880.41930439423
kotek-2.png,kmeans,8,0.5057278489522308,24290.54237174373
kotek-2.png,kmeans,9,0.5008594029263763,24417.785833952006
kotek-2.png,kmeans,10,0.4991190882245376,25620.006106575624
kotek-2.png,kmeans,11,0.4660145342811067,24375.450789452334
kotek-2.png,kmeans,12,0.4584030178597425,25413.328202592544
kotek-2.png,kmeans,13,0.45223288833071,25489.35810292575
kotek-2.png,kmeans,14,0.43464120904613035,25535.069798933302
kotek-2.png,kmeans,15,0.42562387840576504,25020.134079643554
kotek-2.png,kmeans,16,0.4229464152492694,25061.922578060632
kotek-2.png,kmeans,17,0.4154772986218009,24936.303236236046
kotek-2.png,kmeans,18,0.40972074147511506,24860.47590621832
kotek-2.png,kmeans,19,0.3967490665566601,24689.646918801453
kotek-2.png,kmeans,20,0.3904728193115671,24428.057963005933
kotek-2.png,kmedoids,5,0.49749379948813405,22452.170766251413
kotek-2.png,kmedoids,6,0.46950467753264846,20855.871338781624
kotek-2.png,kmedoids,7,0.4801671820630219,20796.767365999553
kotek-2.png,kmedoids,8,0.4956471611884744,23762.889277348142
kotek-2.png,kmedoids,9,0.47861217676272005,23487.852943751546
kotek-2.png,kmedoids,10,0.4294464689569343,22571.39957788017
kotek-2.png,kmedoids,11,0.4229609546577894,23152.682972277005
kotek-2.png,kmedoids,12,0.4175229914173909,23424.622688258238
kotek-2.png,kmedoids,13,0.41263107376677544,24468.929780510276
kotek-2.png,kmedoids,14,0.40417938714925067,24293.20812423304
kotek-2.png,kmedoids,15,0.4010774542960882,24066.16769624486
kotek-2.png,kmedoids,16,0.39160193959636247,23690.928807379427
kotek-2.png,kmedoids,17,0.3885931600869369,23328.354237497653
kotek-2.png,kmedoids,18,0.37739727805381396,23023.426926985783
kotek-2.png,kmedoids,19,0.36525596120341863,22656.22384437493
kotek-2.png,kmedoids,20,0.3561956114886655,22588.51022709498
kotek-20.png,kmeans,5,0.3837067477506043,14767.609632667689
kotek-20.png,kmeans,6,0.3694321418587474,14643.455450346732
kotek-20.png,kmeans,7,0.3708416971180485,13978.270756763115
kotek-20.png,kmeans,8,0.35490991057346816,14175.99272565925
kotek-20.png,kmeans,9,0.35686800049291717,14044.27005218213
kotek-20.png,kmeans,10,0.3487991637777565,13754.327881439798
kotek-20.png,kmeans,11,0.3423511304433557,13745.493957651037
kotek-20.png,kmeans,12,0.3376894529174171,13541.526713277464
kotek-20.png,kmeans,13,0.3358212298196939,13297.817405288055
kotek-20.png,kmeans,14,0.3299890821776917,13080.60576951946
